RECORRIDO DE CIERRES DE 2 EN 2  -  todas las velas, de inicio a fin
========================================================================================
fuente: spy_velas.db   dias: 2026-08-11, 2026-08-12, 2026-08-13

delta      = close[i] - close[i-1]   (el diferencial de cada par)
recorrido  = suma acumulada de |delta|  -> lo que el precio ANDUVO desde la apertura
neto       = close[i] - close[apertura] -> lo que el precio AVANZO desde la apertura

########################################################################################
# 1) PARES DESLIZANTES: cada vela contra la anterior
########################################################################################

=== 2026-08-11 ===   390 velas
  hora     open    close    delta  color  recorrido     neto
 12:04   772.04   772.04    +0.01   DOJI      18.54    -1.90
 12:05   772.03   772.35    +0.31  VERDE      18.85    -1.59
 12:06   772.35   772.32    -0.03   ROJA      18.88    -1.62
 12:07   772.32   772.26    -0.06   ROJA      18.94    -1.68
 12:08   772.24   772.27    +0.01  VERDE      18.95    -1.67
 12:09   772.28   772.31    +0.04  VERDE      18.99    -1.63
 12:10   772.32   772.27    -0.04   ROJA      19.03    -1.67
 12:11   772.29   772.11    -0.16   ROJA      19.19    -1.83
 12:12   772.09   772.10    -0.01  VERDE      19.20    -1.84
 12:13   772.10   772.10    +0.00   DOJI      19.20    -1.84
 12:14   772.10   771.96    -0.14   ROJA      19.34    -1.98
 12:15   771.97   772.14    +0.18  VERDE      19.52    -1.80
 12:16   772.14   772.34    +0.20  VERDE      19.72    -1.60
 12:17   772.33   772.35    +0.01  VERDE      19.73    -1.59
 12:18   772.35   772.23    -0.12   ROJA      19.85    -1.71
 12:19   772.22   772.08    -0.15   ROJA      20.00    -1.86
 12:20   772.08   772.05    -0.03   ROJA      20.03    -1.89
 12:21   772.04   772.13    +0.08  VERDE      20.11    -1.81
 12:22   772.12   772.16    +0.03  VERDE      20.14    -1.78
 12:23   772.17   772.02    -0.14   ROJA      20.28    -1.92
 12:24   772.00   771.71    -0.31   ROJA      20.59    -2.23
 12:25   771.70   771.63    -0.08   ROJA      20.67    -2.31
 12:26   771.62   771.65    +0.02  VERDE      20.69    -2.29
 12:27   771.65   771.88    +0.23  VERDE      20.92    -2.06
 12:28   771.86   771.67    -0.21   ROJA      21.13    -2.27
 12:29   771.69   771.82    +0.15  VERDE      21.28    -2.12
 12:30   771.82   771.83    +0.01  VERDE      21.29    -2.11
 12:31   771.83   771.54    -0.29   ROJA      21.58    -2.40
 12:32   771.56   771.50    -0.04   ROJA      21.62    -2.44
 12:33   771.52   771.56    +0.06  VERDE      21.68    -2.38
 12:34   771.57   771.56    +0.00   ROJA      21.68    -2.38
 12:35   771.55   771.74    +0.18  VERDE      21.86    -2.20
 12:36   771.74   771.81    +0.07  VERDE      21.93    -2.13
 12:37   771.82   771.91    +0.10  VERDE      22.03    -2.03
 12:38   771.91   771.87    -0.04   ROJA      22.07    -2.07
 12:39   771.86   771.87    +0.00  VERDE      22.07    -2.07
 12:40   771.86   771.74    -0.13   ROJA      22.20    -2.20
 12:41   771.73   771.73    -0.01   DOJI      22.21    -2.21
 12:42   771.71   771.71    -0.02   DOJI      22.23    -2.23
 12:43   771.71   771.58    -0.13   ROJA      22.36    -2.36
 12:44   771.58   771.58    +0.00   DOJI      22.36    -2.36
 12:45   771.58   771.47    -0.11   ROJA      22.47    -2.47
 12:46   771.48   771.36    -0.11   ROJA      22.58    -2.58
 12:47   771.35   771.36    +0.00  VERDE      22.58    -2.58
 12:48   771.36   771.37    +0.01  VERDE      22.59    -2.57
 12:49   771.36   771.43    +0.06  VERDE      22.65    -2.51
 12:50   771.44   771.38    -0.05   ROJA      22.70    -2.56
 12:51   771.37   771.45    +0.07  VERDE      22.77    -2.49
 12:52   771.45   771.39    -0.06   ROJA      22.83    -2.55
 12:53   771.38   771.33    -0.06   ROJA      22.89    -2.61
 12:54   771.33   771.38    +0.05  VERDE      22.94    -2.56
 12:55   771.38   771.29    -0.09   ROJA      23.03    -2.65
 12:56   771.29   771.20    -0.09   ROJA      23.12    -2.74
 12:57   771.20   771.14    -0.06   ROJA      23.18    -2.80
 12:58   771.14   771.08    -0.06   ROJA      23.24    -2.86
 12:59   771.07   771.14    +0.06  VERDE      23.30    -2.80
 13:00   771.15   771.02    -0.12   ROJA      23.42    -2.92
 13:01   771.04   771.07    +0.05  VERDE      23.47    -2.87
 13:02   771.06   770.86    -0.21   ROJA      23.68    -3.08
 13:03   770.87   770.98    +0.12  VERDE      23.80    -2.96
 13:04   770.99   770.78    -0.20   ROJA      24.00    -3.16
 13:05   770.78   770.84    +0.06  VERDE      24.06    -3.10
 13:06   770.83   771.03    +0.19  VERDE      24.25    -2.91
 13:07   771.02   770.98    -0.05   ROJA      24.30    -2.96
 13:08   770.98   770.91    -0.07   ROJA      24.37    -3.03
 13:09   770.91   770.88    -0.03   ROJA      24.40    -3.06
 13:10   770.88   770.78    -0.10   ROJA      24.50    -3.16
 13:11   770.79   770.55    -0.23   ROJA      24.73    -3.39
 13:12   770.54   770.47    -0.08   ROJA      24.81    -3.47
 13:13   770.46   770.47    +0.00  VERDE      24.81    -3.47
 13:14   770.47   770.33    -0.14   ROJA      24.95    -3.61
 13:15   770.31   770.45    +0.12  VERDE      25.07    -3.49
 13:16   770.43   770.37    -0.08   ROJA      25.15    -3.57
 13:17   770.39   770.64    +0.27  VERDE      25.42    -3.30
 13:18   770.63   770.68    +0.04  VERDE      25.46    -3.26
 13:19   770.67   770.75    +0.07  VERDE      25.53    -3.19
 13:20   770.76   770.74    -0.01   ROJA      25.54    -3.20
 13:21   770.75   770.94    +0.20  VERDE      25.74    -3.00
 13:22   770.94   770.73    -0.21   ROJA      25.95    -3.21
 13:23   770.73   770.75    +0.02  VERDE      25.97    -3.19
 13:24   770.75   770.90    +0.15  VERDE      26.12    -3.04
 13:25   770.89   770.75    -0.15   ROJA      26.27    -3.19
 13:26   770.76   770.80    +0.05  VERDE      26.32    -3.14
 13:27   770.77   770.73    -0.07   ROJA      26.39    -3.21
 13:28   770.74   770.88    +0.15  VERDE      26.54    -3.06
 13:29   770.87   770.85    -0.03   ROJA      26.57    -3.09
 13:30   770.85   770.81    -0.04   ROJA      26.61    -3.13
 13:31   770.80   770.77    -0.04   ROJA      26.65    -3.17
 13:32   770.77   770.73    -0.04   ROJA      26.69    -3.21
 13:33   770.75   770.79    +0.06  VERDE      26.75    -3.15
 13:34   770.81   770.94    +0.15  VERDE      26.90    -3.00
 13:35   770.95   771.04    +0.10  VERDE      27.00    -2.90
 13:36   771.04   771.01    -0.03   ROJA      27.03    -2.93
 13:37   771.00   770.94    -0.07   ROJA      27.10    -3.00
 13:38   770.92   770.77    -0.17   ROJA      27.27    -3.17
 13:39   770.78   770.88    +0.11  VERDE      27.38    -3.06
 13:40   770.89   771.00    +0.12  VERDE      27.50    -2.94
 13:41   770.99   771.14    +0.14  VERDE      27.64    -2.80
 13:42   771.14   771.26    +0.12  VERDE      27.76    -2.68
 13:43   771.24   771.21    -0.05   ROJA      27.81    -2.73
 13:44   771.21   771.27    +0.06  VERDE      27.87    -2.67
 13:45   771.26   771.21    -0.06   ROJA      27.93    -2.73
 13:46   771.25   771.23    +0.02   ROJA      27.95    -2.71
 13:47   771.23   771.25    +0.02  VERDE      27.97    -2.69
 13:48   771.27   771.31    +0.06  VERDE      28.03    -2.63
 13:49   771.30   771.17    -0.14   ROJA      28.17    -2.77
 13:50   771.20   771.25    +0.08  VERDE      28.25    -2.69
 13:51   771.27   771.22    -0.03   ROJA      28.28    -2.72
 13:52   771.20   771.26    +0.04  VERDE      28.32    -2.68
 13:53   771.25   771.25    -0.01   DOJI      28.33    -2.69
 13:54   771.25   771.29    +0.04  VERDE      28.37    -2.65
 13:55   771.31   771.24    -0.05   ROJA      28.42    -2.70
 13:56   771.24   771.15    -0.09   ROJA      28.51    -2.79
 13:57   771.16   771.14    -0.01   ROJA      28.52    -2.80
 13:58   771.12   771.26    +0.12  VERDE      28.64    -2.68
 13:59   771.25   771.24    -0.02   ROJA      28.66    -2.70
 14:00   771.22   771.16    -0.08   ROJA      28.74    -2.78
 14:01   771.11   771.05    -0.11   ROJA      28.85    -2.89
 14:02   771.04   770.98    -0.07   ROJA      28.92    -2.96
 14:03   770.98   771.11    +0.13  VERDE      29.05    -2.83
 14:04   771.11   771.07    -0.04   ROJA      29.09    -2.87
 14:05   771.07   771.00    -0.07   ROJA      29.16    -2.94
 14:06   771.00   770.76    -0.24   ROJA      29.40    -3.18
 14:07   770.76   770.83    +0.07  VERDE      29.47    -3.11
 14:08   770.85   770.73    -0.10   ROJA      29.57    -3.21
 14:09   770.74   770.69    -0.04   ROJA      29.61    -3.25
 14:10   770.70   770.75    +0.06  VERDE      29.67    -3.19
 14:11   770.76   770.85    +0.10  VERDE      29.77    -3.09
 14:12   770.85   770.78    -0.07   ROJA      29.84    -3.16
 14:13   770.81   770.78    +0.00   ROJA      29.84    -3.16
 14:14   770.79   770.84    +0.06  VERDE      29.90    -3.10
 14:15   770.84   770.79    -0.05   ROJA      29.95    -3.15
 14:16   770.80   770.73    -0.06   ROJA      30.01    -3.21
 14:17   770.72   770.66    -0.07   ROJA      30.08    -3.28
 14:18   770.65   770.73    +0.07  VERDE      30.15    -3.21
 14:19   770.74   770.75    +0.02  VERDE      30.17    -3.19
 14:20   770.74   770.52    -0.23   ROJA      30.40    -3.42
 14:21   770.53   770.42    -0.10   ROJA      30.50    -3.52
 14:22   770.40   770.41    -0.01  VERDE      30.51    -3.53
 14:23   770.41   770.31    -0.10   ROJA      30.61    -3.63
 14:24   770.34   770.49    +0.18  VERDE      30.79    -3.45
 14:25   770.50   770.55    +0.06  VERDE      30.85    -3.39
 14:26   770.55   770.38    -0.17   ROJA      31.02    -3.56
 14:27   770.39   770.11    -0.27   ROJA      31.29    -3.83
 14:28   770.09   769.89    -0.22   ROJA      31.51    -4.05
 14:29   769.90   769.50    -0.39   ROJA      31.90    -4.44
 14:30   769.52   769.80    +0.30  VERDE      32.20    -4.14
 14:31   769.80   769.97    +0.17  VERDE      32.37    -3.97
 14:32   769.97   769.99    +0.02  VERDE      32.39    -3.95
 14:33   769.98   769.88    -0.11   ROJA      32.50    -4.06
 14:34   769.89   770.00    +0.12  VERDE      32.62    -3.94
 14:35   770.00   770.08    +0.08  VERDE      32.70    -3.86
 14:36   770.10   770.11    +0.03  VERDE      32.73    -3.83
 14:37   770.11   770.01    -0.10   ROJA      32.83    -3.93
 14:38   770.01   770.00    -0.01   ROJA      32.84    -3.94
 14:39   770.00   770.01    +0.01  VERDE      32.85    -3.93
 14:40   770.00   769.84    -0.17   ROJA      33.02    -4.10
 14:41   769.85   769.68    -0.16   ROJA      33.18    -4.26
 14:42   769.70   769.84    +0.16  VERDE      33.34    -4.10
 14:43   769.83   769.82    -0.02   ROJA      33.36    -4.12
 14:44   769.81   769.79    -0.03   ROJA      33.39    -4.15
 14:45   769.78   769.92    +0.13  VERDE      33.52    -4.02
 14:46   769.92   769.96    +0.04  VERDE      33.56    -3.98
 14:47   769.97   769.99    +0.03  VERDE      33.59    -3.95
 14:48   770.00   770.17    +0.18  VERDE      33.77    -3.77
 14:49   770.16   770.34    +0.17  VERDE      33.94    -3.60
 14:50   770.33   770.24    -0.10   ROJA      34.04    -3.70
 14:51   770.24   770.27    +0.03  VERDE      34.07    -3.67
 14:52   770.28   770.36    +0.09  VERDE      34.16    -3.58
 14:53   770.36   770.30    -0.06   ROJA      34.22    -3.64
 14:54   770.31   770.37    +0.07  VERDE      34.29    -3.57
 14:55   770.36   770.28    -0.09   ROJA      34.38    -3.66
 14:56   770.28   770.19    -0.09   ROJA      34.47    -3.75
 14:57   770.19   770.33    +0.14  VERDE      34.61    -3.61
 14:58   770.33   770.13    -0.20   ROJA      34.81    -3.81
 14:59   770.13   770.08    -0.05   ROJA      34.86    -3.86
 15:00   770.09   769.98    -0.10   ROJA      34.96    -3.96
 15:01   769.99   769.99    +0.01   DOJI      34.97    -3.95
 15:02   770.00   770.09    +0.10  VERDE      35.07    -3.85
 15:03   770.06   770.10    +0.01  VERDE      35.08    -3.84
 15:04   770.10   770.10    +0.00   DOJI      35.08    -3.84
 15:05   770.10   770.08    -0.02   ROJA      35.10    -3.86
 15:06   770.08   770.03    -0.05   ROJA      35.15    -3.91
 15:07   770.01   769.89    -0.14   ROJA      35.29    -4.05
 15:08   769.88   769.97    +0.08  VERDE      35.37    -3.97
 15:09   769.98   770.08    +0.11  VERDE      35.48    -3.86
 15:10   770.09   770.18    +0.10  VERDE      35.58    -3.76
 15:11   770.20   770.25    +0.07  VERDE      35.65    -3.69
 15:12   770.25   770.20    -0.05   ROJA      35.70    -3.74
 15:13   770.18   770.35    +0.15  VERDE      35.85    -3.59
 15:14   770.36   770.24    -0.11   ROJA      35.96    -3.70
 15:15   770.27   770.21    -0.03   ROJA      35.99    -3.73
 15:16   770.21   770.33    +0.12  VERDE      36.11    -3.61
 15:17   770.34   770.26    -0.07   ROJA      36.18    -3.68
 15:18   770.27   770.38    +0.12  VERDE      36.30    -3.56
 15:19   770.38   770.44    +0.06  VERDE      36.36    -3.50
 15:20   770.44   770.44    +0.00   DOJI      36.36    -3.50
 15:21   770.45   770.52    +0.08  VERDE      36.44    -3.42
 15:22   770.51   770.50    -0.02   ROJA      36.46    -3.44
 15:23   770.50   770.53    +0.03  VERDE      36.49    -3.41
 15:24   770.53   770.64    +0.11  VERDE      36.60    -3.30
 15:25   770.64   770.62    -0.02   ROJA      36.62    -3.32
 15:26   770.63   770.57    -0.05   ROJA      36.67    -3.37
 15:27   770.58   770.52    -0.05   ROJA      36.72    -3.42
 15:28   770.52   770.66    +0.14  VERDE      36.86    -3.28
 15:29   770.65   770.63    -0.03   ROJA      36.89    -3.31
 15:30   770.63   770.69    +0.06  VERDE      36.95    -3.25
 15:31   770.68   770.76    +0.07  VERDE      37.02    -3.18
