PREMIUM POR MINUTO vs PRECIO DEL SPY  —  2026-08-10  —  expiry 0DTE 20260810
Rejilla completa 09:30 -> 16:12 = 403 minutos | con dato 350 | sin dato 53
B = ese minuto incluye la banda (3 min de golpe).  Vacio = sin lectura ese minuto.
Importes en DOLARES, premium BRUTO (no distingue comprador de vendedor).

┌──────────┬─────┬────────────────┬────────────────┬────────────────┬───────────┬────────┬────────┬─────────┬──────────┬────────┬──────────┬──────────┬──────────┬──────────┬──────────┬──────────┬──────────┬──────────┐
│   MINUTO │   B │           CALL │            PUT │          C - P │       SPY │    RSI │  SCORE │     DIR │    MACDh │   ATR% │     VWAP │      OBV │     EMA8 │    EMA21 │    EMA50 │    SMA20 │    SMA50 │   SMA200 │
│    12:00 │     │         270949 │          67881 │        +203068 │    774.37 │   83.6 │      0 │ NEUTRAL │    0.058 │   0.02 │   774.28 │  bullish │   774.22 │   773.99 │   773.88 │          │          │          │
│    12:01 │   B │        2108503 │        1337906 │        +770597 │    774.25 │   78.0 │      0 │ NEUTRAL │    0.043 │   0.02 │   774.31 │  bullish │   774.23 │   774.02 │   773.89 │          │          │          │
│    12:02 │     │          90280 │          76357 │         +13923 │    774.25 │   79.3 │      0 │ NEUTRAL │    0.030 │   0.02 │   774.31 │  bullish │   774.23 │   774.04 │   773.91 │          │          │          │
│    12:03 │     │         472419 │          96381 │        +376038 │    774.18 │   76.0 │      0 │ NEUTRAL │    0.015 │   0.02 │   774.29 │  bullish │   774.22 │   774.05 │   773.92 │          │          │          │
│    12:04 │   B │        2331620 │        1710783 │        +620837 │    774.17 │   71.4 │      0 │ NEUTRAL │    0.002 │   0.02 │   774.25 │  neutral │   774.21 │   774.06 │   773.93 │          │          │          │
│    12:05 │     │          86291 │          76847 │          +9444 │    774.08 │   54.7 │     -3 │    BEAR │   -0.013 │   0.02 │   774.20 │  bearish │   774.18 │   774.06 │   773.93 │          │          │          │
│    12:06 │     │         129825 │         265246 │        -135421 │    774.00 │   42.7 │     -2 │    BEAR │   -0.028 │   0.02 │   774.15 │  bearish │   774.14 │   774.06 │   773.94 │          │          │          │
│    12:07 │     │         759845 │        1037988 │        -278143 │    774.06 │   43.4 │     -2 │    BEAR │   -0.033 │   0.02 │   774.11 │  bearish │   774.12 │   774.06 │   773.94 │          │          │          │
│    12:08 │   B │         688115 │         688380 │           -265 │    773.91 │   34.0 │     -1 │    BEAR │   -0.046 │   0.02 │   774.07 │  bearish │   774.08 │   774.04 │   773.94 │          │          │          │
│    12:09 │     │                │                │                │           │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    12:10 │   B │          39584 │         113470 │         -73886 │    773.99 │   40.7 │      0 │ NEUTRAL │   -0.046 │   0.02 │   774.00 │  bearish │   774.04 │   774.03 │   773.94 │          │          │          │
│    12:11 │     │         182522 │         172483 │         +10039 │    773.96 │   30.5 │     -3 │    BEAR │   -0.046 │   0.02 │   774.00 │  bearish │   774.02 │   774.03 │   773.94 │          │          │          │
│    12:12 │     │         152429 │         209952 │         -57523 │    773.84 │   22.5 │     -2 │    BEAR │   -0.052 │   0.02 │   773.97 │  bearish │   773.98 │   774.01 │   773.94 │          │          │          │
│    12:13 │   B │        1646783 │        1770154 │        -123371 │    773.92 │   29.5 │     -3 │    BEAR │   -0.049 │   0.02 │   773.95 │  bearish │   773.97 │   774.00 │   773.94 │          │          │          │
│    12:14 │     │          45669 │         228894 │        -183225 │    773.78 │   21.4 │     -2 │    BEAR │   -0.054 │   0.02 │   773.92 │  bearish │   773.93 │   773.98 │   773.93 │          │          │          │
│    12:15 │     │         109412 │         386270 │        -276858 │    773.52 │   18.8 │     -2 │    BEAR │   -0.071 │   0.02 │   773.84 │  bearish │   773.84 │   773.94 │   773.92 │          │          │          │
│    12:16 │   B │        2097856 │        2656028 │        -558172 │    773.70 │   29.6 │     -3 │    BEAR │   -0.067 │   0.02 │   773.77 │  bearish │   773.81 │   773.92 │   773.91 │          │          │          │
│    12:17 │     │         144808 │         147762 │          -2954 │    773.66 │   30.3 │     -3 │    BEAR │   -0.063 │   0.02 │   773.73 │  bearish │   773.77 │   773.89 │   773.90 │          │          │          │
│    12:18 │     │          41389 │         110009 │         -68620 │    773.67 │   31.1 │     -3 │    BEAR │   -0.057 │   0.02 │   773.68 │  bearish │   773.75 │   773.87 │   773.89 │          │          │          │
│    12:19 │   B │        1113685 │        1496339 │        -382654 │    773.69 │   34.4 │     -2 │    BEAR │   -0.049 │   0.02 │   773.66 │  neutral │   773.74 │   773.86 │   773.88 │          │          │          │
│    12:20 │     │         103492 │         474084 │        -370592 │    773.74 │   39.3 │     -2 │    BEAR │   -0.037 │   0.02 │   773.69 │  bullish │   773.74 │   773.85 │   773.88 │          │          │          │
│    12:21 │     │          77979 │         200551 │        -122572 │    773.52 │   30.4 │     -1 │    BEAR │   -0.042 │   0.02 │   773.68 │  bullish │   773.69 │   773.82 │   773.86 │          │          │          │
│    12:22 │   B │        1454251 │        2338614 │        -884363 │    773.59 │   37.7 │     -2 │    BEAR │   -0.038 │   0.02 │   773.66 │  bullish │   773.67 │   773.80 │   773.85 │          │          │          │
│    12:23 │     │          71467 │         219754 │        -148287 │    773.68 │   38.2 │     -2 │    BEAR │   -0.027 │   0.02 │   773.65 │  bullish │   773.67 │   773.79 │   773.84 │          │          │          │
│    12:24 │     │         104756 │          93370 │         +11386 │    773.76 │   41.7 │     -2 │    BEAR │   -0.013 │   0.02 │   773.65 │  bullish │   773.69 │   773.78 │   773.84 │          │          │          │
│    12:25 │   B │        1180093 │        1556468 │        -376375 │    773.80 │   44.3 │     -2 │    BEAR │   -0.000 │   0.02 │   773.66 │  bullish │   773.71 │   773.79 │   773.84 │          │          │          │
│    12:26 │     │         121498 │         418704 │        -297206 │    773.56 │   40.8 │     -2 │    BEAR │   -0.007 │   0.02 │   773.67 │  bullish │   773.68 │   773.76 │   773.83 │          │          │          │
│    12:27 │     │         121871 │         602160 │        -480289 │    773.42 │   34.2 │     -1 │    BEAR │   -0.019 │   0.03 │   773.66 │  bullish │   773.62 │   773.73 │   773.81 │          │          │          │
│    12:28 │   B │        2722889 │        3253421 │        -530532 │    773.53 │   41.9 │     -4 │    BEAR │   -0.018 │   0.03 │   773.63 │  bullish │   773.60 │   773.71 │   773.80 │          │          │          │
│    12:29 │     │          86234 │         216759 │        -130525 │    773.37 │   44.8 │     -2 │    BEAR │   -0.026 │   0.02 │   773.57 │  bullish │   773.55 │   773.68 │   773.78 │          │          │          │
│    12:30 │     │          75063 │         224437 │        -149374 │    773.33 │   35.9 │     -2 │    BEAR │   -0.031 │   0.02 │   773.48 │  bullish │   773.50 │   773.65 │   773.77 │          │          │          │
│    12:31 │   B │        1097792 │        2495365 │       -1397573 │    772.64 │   24.0 │     -2 │    BEAR │   -0.076 │   0.04 │   773.31 │  bearish │   773.31 │   773.56 │   773.72 │          │          │          │
│    12:32 │     │         188257 │        1662211 │       -1473954 │    772.91 │   32.9 │     -1 │    BEAR │   -0.082 │   0.04 │   773.13 │  bullish │   773.22 │   773.50 │   773.69 │          │          │          │
│    12:33 │     │          57890 │         434095 │        -376205 │    772.79 │   30.6 │     -1 │    BEAR │   -0.088 │   0.04 │   772.98 │  bullish │   773.13 │   773.44 │   773.66 │          │          │          │
│    12:34 │   B │        2261018 │        6994528 │       -4733510 │    772.68 │   27.7 │     -1 │    BEAR │   -0.092 │   0.04 │   772.84 │  bullish │   773.03 │   773.37 │   773.62 │          │          │          │
│    12:35 │     │         131375 │         369121 │        -237746 │    772.89 │   36.7 │      0 │ NEUTRAL │   -0.075 │   0.04 │   772.73 │  bullish │   773.00 │   773.32 │   773.59 │          │          │          │
│    12:36 │     │        1389692 │         427900 │        +961792 │    772.88 │   34.6 │     -3 │    BEAR │   -0.059 │   0.05 │   772.76 │  bearish │   772.97 │   773.28 │   773.56 │          │          │          │
│    12:37 │   B │        2280189 │        3576325 │       -1296136 │    772.74 │   30.1 │     -3 │    BEAR │   -0.053 │   0.05 │   772.80 │  bearish │   772.92 │   773.23 │   773.53 │          │          │          │
│    12:38 │     │         137465 │         418661 │        -281196 │    772.61 │   26.1 │     -3 │    BEAR │   -0.053 │   0.05 │   772.78 │  bearish │   772.85 │   773.18 │   773.49 │          │          │          │
│    12:39 │     │         117380 │         150299 │         -32919 │    772.57 │   24.5 │     -2 │    BEAR │   -0.050 │   0.05 │   772.76 │  bearish │   772.79 │   773.12 │   773.46 │          │          │          │
│    12:40 │   B │        1559752 │        3667891 │       -2108139 │    772.58 │   27.5 │     -3 │    BEAR │   -0.043 │   0.05 │   772.70 │  bearish │   772.74 │   773.07 │   773.42 │          │          │          │
│    12:41 │     │         111979 │         753625 │        -641646 │    772.33 │   26.2 │     -3 │    BEAR │   -0.050 │   0.05 │   772.59 │  bearish │   772.65 │   773.01 │   773.38 │          │          │          │
│    12:42 │     │         181348 │         349034 │        -167686 │    772.30 │   22.2 │     -2 │    BEAR │   -0.051 │   0.05 │   772.51 │  bearish │   772.57 │   772.94 │   773.34 │          │          │          │
│    12:43 │   B │        1466963 │        4927212 │       -3460249 │    772.09 │   21.7 │     -2 │    BEAR │   -0.060 │   0.05 │   772.42 │  bearish │   772.47 │   772.86 │   773.29 │          │          │          │
│    12:44 │     │         346207 │         768219 │        -422012 │    772.16 │   24.5 │     -2 │    BEAR │   -0.055 │   0.05 │   772.32 │  bearish │   772.40 │   772.80 │   773.24 │          │          │          │
│    12:45 │     │         257078 │         889563 │        -632485 │    772.10 │   33.7 │     -3 │    BEAR │   -0.050 │   0.04 │   772.22 │  bearish │   772.33 │   772.74 │   773.20 │          │          │          │
│    12:46 │   B │        2295470 │        4687886 │       -2392416 │    772.38 │   34.1 │     -3 │    BEAR │   -0.023 │   0.03 │   772.20 │  bearish │   772.34 │   772.70 │   773.17 │          │          │          │
│    12:47 │     │         461674 │         222073 │        +239601 │    772.46 │   39.9 │      2 │    BULL │    0.003 │   0.03 │   772.20 │  bullish │   772.37 │   772.68 │   773.14 │          │          │          │
│    12:48 │     │         159071 │         135844 │         +23227 │    772.42 │   41.7 │      1 │    BULL │    0.020 │   0.03 │   772.25 │  neutral │   772.38 │   772.66 │   773.11 │          │          │          │
│    12:49 │   B │        2281060 │        2333823 │         -52763 │    772.61 │   40.9 │      2 │    BULL │    0.044 │   0.03 │   772.34 │  bullish │   772.43 │   772.65 │   773.09 │          │          │          │
│    12:50 │     │          98652 │         118418 │         -19766 │    772.46 │   37.5 │      1 │    BULL │    0.051 │   0.03 │   772.43 │  neutral │   772.44 │   772.64 │   773.07 │          │          │          │
│    12:51 │     │          71130 │         193146 │        -122016 │    772.39 │   39.1 │     -2 │    BEAR │    0.050 │   0.03 │   772.46 │  bearish │   772.43 │   772.61 │   773.04 │          │          │          │
│    12:52 │   B │        1160562 │        1899312 │        -738750 │    772.42 │   43.7 │     -1 │    BEAR │    0.052 │   0.03 │   772.46 │  neutral │   772.43 │   772.60 │   773.02 │          │          │          │
│    12:53 │     │          55080 │          86908 │         -31828 │    772.32 │   42.0 │     -2 │    BEAR │    0.047 │   0.03 │   772.44 │  bearish │   772.40 │   772.57 │   772.99 │          │          │          │
│    12:54 │     │         168110 │         134878 │         +33232 │    772.53 │   48.6 │      0 │ NEUTRAL │    0.057 │   0.03 │   772.42 │  neutral │   772.43 │   772.57 │   772.97 │          │          │          │
│    12:55 │   B │        1350067 │        1451762 │        -101695 │    772.62 │   59.0 │      0 │ NEUTRAL │    0.068 │   0.03 │   772.45 │  bullish │   772.47 │   772.57 │   772.96 │          │          │          │
│    12:56 │     │         140830 │          66390 │         +74440 │    772.74 │   62.9 │     -2 │    BEAR │    0.081 │   0.03 │   772.51 │  bullish │   772.53 │   772.59 │   772.95 │          │          │          │
│    12:57 │     │         171773 │          79958 │         +91815 │    772.77 │   72.4 │     -3 │    BEAR │    0.089 │   0.03 │   772.58 │  bullish │   772.58 │   772.60 │   772.94 │          │          │          │
│    12:58 │   B │        1985479 │        1740575 │        +244904 │    772.76 │   70.5 │      1 │    BULL │    0.091 │   0.03 │   772.67 │  bullish │   772.62 │   772.62 │   772.93 │          │          │          │
│    12:59 │     │         164952 │          75040 │         +89912 │    772.95 │   76.7 │      0 │ NEUTRAL │    0.101 │   0.03 │   772.76 │  bullish │   772.70 │   772.65 │   772.93 │          │          │          │
│    13:00 │     │         134115 │         151897 │         -17782 │    772.97 │   72.2 │      1 │    BULL │    0.104 │   0.02 │   772.81 │  bullish │   772.76 │   772.68 │   772.94 │          │          │          │
│    13:01 │   B │        7835843 │        4234801 │       +3601042 │    772.74 │   59.5 │      2 │    BULL │    0.088 │   0.02 │   772.85 │  bullish │   772.75 │   772.68 │   772.93 │          │          │          │
│    13:02 │     │          55936 │          98692 │         -42756 │    772.75 │   61.4 │      2 │    BULL │    0.074 │   0.02 │   772.84 │  bullish │   772.75 │   772.69 │   772.92 │          │          │          │
│    13:03 │     │         128019 │         278278 │        -150259 │    772.53 │   47.3 │      2 │    BULL │    0.048 │   0.02 │   772.80 │  neutral │   772.70 │   772.67 │   772.91 │          │          │          │
│    13:04 │   B │        1454414 │        2032263 │        -577849 │    772.68 │   57.4 │      2 │    BULL │    0.040 │   0.02 │   772.75 │  bullish │   772.70 │   772.68 │   772.90 │          │          │          │
│    13:05 │     │          54201 │          81729 │         -27528 │    772.61 │   57.4 │      0 │ NEUTRAL │    0.029 │   0.02 │   772.69 │  bearish │   772.68 │   772.67 │   772.89 │          │          │          │
│    13:06 │     │         107234 │          77759 │         +29475 │    772.64 │   57.4 │      1 │    BULL │    0.022 │   0.03 │   772.66 │  neutral │   772.67 │   772.67 │   772.88 │          │          │          │
│    13:07 │   B │        1341957 │        1143420 │        +198537 │    772.82 │   66.0 │      3 │    BULL │    0.029 │   0.03 │   772.66 │  bullish │   772.70 │   772.68 │   772.87 │          │          │          │
│    13:08 │     │        1284537 │         449966 │        +834571 │    772.94 │   63.9 │      2 │    BULL │    0.040 │   0.03 │   772.72 │  bullish │   772.76 │   772.70 │   772.88 │          │          │          │
│    13:09 │     │         615636 │         458296 │        +157340 │    773.09 │   65.4 │      1 │    BULL │    0.054 │   0.02 │   772.80 │  bullish │   772.83 │   772.74 │   772.89 │          │          │          │
│    13:10 │   B │        2427381 │        2259140 │        +168241 │    773.02 │   59.5 │      2 │    BULL │    0.056 │   0.02 │   772.90 │  bullish │   772.87 │   772.76 │   772.89 │          │          │          │
│    13:11 │     │         332846 │         374105 │         -41259 │    772.98 │   57.0 │      3 │    BULL │    0.052 │   0.03 │   772.95 │  neutral │   772.90 │   772.78 │   772.89 │          │          │          │
│    13:12 │     │          26711 │          64141 │         -37430 │    772.95 │   56.3 │      0 │ NEUTRAL │    0.045 │   0.02 │   773.00 │  bearish │   772.91 │   772.80 │   772.90 │          │          │          │
│    13:13 │   B │        1312992 │        1336431 │         -23439 │    773.07 │   54.2 │      2 │    BULL │    0.045 │   0.02 │   773.02 │  neutral │   772.94 │   772.82 │   772.90 │          │          │          │
│    13:14 │     │         305245 │          40206 │        +265039 │    773.11 │   54.8 │      2 │    BULL │    0.045 │   0.02 │   773.03 │  neutral │   772.98 │   772.85 │   772.91 │          │          │          │
│    13:15 │     │         201632 │          59221 │        +142411 │    773.19 │   67.2 │      1 │    BULL │    0.048 │   0.02 │   773.05 │  bullish │   773.03 │   772.88 │   772.92 │          │          │          │
│    13:16 │   B │        1626958 │         823913 │        +803045 │    773.20 │   67.2 │      1 │    BULL │    0.047 │   0.02 │   773.10 │  bullish │   773.07 │   772.91 │   772.93 │          │          │          │
│    13:17 │     │         397068 │          81661 │        +315407 │    773.25 │   81.6 │      0 │ NEUTRAL │    0.046 │   0.02 │   773.15 │  bullish │   773.11 │   772.94 │   772.95 │          │          │          │
│    13:18 │     │         148594 │          77783 │         +70811 │    773.01 │   63.4 │      2 │    BULL │    0.028 │   0.02 │   773.16 │  bullish │   773.09 │   772.95 │   772.95 │          │          │          │
│    13:19 │   B │        1460730 │        1495451 │         -34721 │    773.14 │   70.5 │      1 │    BULL │    0.022 │   0.02 │   773.16 │  bullish │   773.10 │   772.96 │   772.96 │          │          │          │
│    13:20 │     │         150267 │          62367 │         +87900 │    773.15 │   70.1 │      1 │    BULL │    0.017 │   0.02 │   773.15 │  bullish │   773.11 │   772.98 │   772.96 │          │          │          │
│    13:21 │     │          46392 │          52430 │          -6038 │    773.02 │   58.2 │      2 │    BULL │    0.004 │   0.02 │   773.12 │  bullish │   773.09 │   772.99 │   772.97 │          │          │          │
│    13:22 │   B │         760063 │         723415 │         +36648 │    773.11 │   57.1 │      4 │    BULL │    0.000 │   0.02 │   773.10 │  bullish │   773.09 │   773.00 │   772.97 │          │          │          │
│    13:23 │     │          48057 │          43048 │          +5009 │    773.10 │   50.5 │     -1 │    BEAR │   -0.004 │   0.02 │   773.11 │  bullish │   773.10 │   773.01 │   772.98 │          │          │          │
│    13:24 │     │          73015 │          24822 │         +48193 │    773.15 │   56.3 │      0 │ NEUTRAL │   -0.003 │   0.02 │   773.11 │  bullish │   773.11 │   773.02 │   772.98 │          │          │          │
│    13:25 │   B │         514477 │         588539 │         -74062 │    773.08 │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    13:26 │     │                │                │                │           │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    13:27 │     │                │                │                │           │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    13:28 │   B │         954338 │        1551620 │        -597282 │    773.03 │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    13:29 │     │                │                │                │           │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    13:30 │     │                │                │                │           │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    13:31 │   B │        2448850 │        1041976 │       +1406874 │    773.03 │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    13:32 │     │                │                │                │           │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    13:33 │     │                │                │                │           │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    13:34 │   B │         990103 │         720880 │        +269223 │    773.03 │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    13:35 │     │                │                │                │           │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    13:36 │     │                │                │                │           │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    13:37 │   B │        1079179 │        1300921 │        -221742 │    773.03 │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    13:38 │     │                │                │                │           │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    13:39 │     │                │                │                │           │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    13:40 │   B │         797555 │        1674717 │        -877162 │    773.03 │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    13:41 │     │                │                │                │           │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    13:42 │     │                │                │                │           │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    13:43 │   B │         775543 │        1219768 │        -444225 │    773.03 │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    13:44 │     │                │                │                │           │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    13:45 │     │                │                │                │           │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    13:46 │   B │        1111010 │        2119716 │       -1008706 │    773.03 │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    13:47 │     │                │                │                │           │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    13:48 │     │                │                │                │           │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    13:49 │     │                │                │                │           │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    13:50 │   B │        1050499 │         870506 │        +179993 │    773.03 │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    13:51 │     │                │                │                │           │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    13:52 │     │                │                │                │           │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    13:53 │   B │         779643 │        1455674 │        -676031 │    773.03 │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    13:54 │     │                │                │                │           │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    13:55 │     │                │                │                │           │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    13:56 │   B │         670984 │        1004432 │        -333448 │    773.03 │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    13:57 │     │                │                │                │           │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    13:58 │     │                │                │                │           │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    13:59 │   B │         988313 │         823398 │        +164915 │    773.03 │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    14:00 │   B │         159330 │          52665 │        +106665 │    772.83 │   56.6 │     -4 │    BEAR │    0.031 │   0.02 │   772.71 │  bearish │   772.72 │   772.74 │   772.83 │          │          │          │
│    14:01 │     │         103228 │         102745 │           +483 │    772.68 │   50.5 │     -3 │    BEAR │    0.025 │   0.02 │   772.75 │  bearish │   772.71 │   772.73 │   772.82 │          │          │          │
│    14:02 │     │          51996 │          35418 │         +16578 │    772.72 │   49.1 │     -3 │    BEAR │    0.023 │   0.02 │   772.76 │  bearish │   772.72 │   772.73 │   772.82 │          │          │          │
│    14:03 │   B │         949210 │         697350 │        +251860 │    772.75 │   53.3 │     -3 │    BEAR │    0.023 │   0.02 │   772.75 │  bearish │   772.72 │   772.73 │   772.81 │          │          │          │
│    14:04 │     │          43385 │          16764 │         +26621 │    772.74 │   58.3 │     -4 │    BEAR │    0.022 │   0.02 │   772.75 │  bearish │   772.73 │   772.73 │   772.81 │          │          │          │
│    14:05 │     │         101010 │          36449 │         +64561 │    772.78 │   62.5 │      4 │    BULL │    0.023 │   0.02 │   772.73 │  bullish │   772.74 │   772.74 │   772.81 │          │          │          │
│    14:06 │   B │         595328 │         475411 │        +119917 │    772.82 │   58.6 │      2 │    BULL │    0.025 │   0.02 │   772.74 │  bullish │   772.76 │   772.75 │   772.81 │          │          │          │
│    14:07 │     │          56836 │          41267 │         +15569 │    772.82 │   66.2 │      1 │    BULL │    0.026 │   0.02 │   772.76 │  bullish │   772.77 │   772.75 │   772.81 │          │          │          │
│    14:08 │     │         301445 │         100007 │        +201438 │    772.97 │   70.1 │      1 │    BULL │    0.035 │   0.02 │   772.80 │  bullish │   772.82 │   772.77 │   772.82 │          │          │          │
│    14:09 │   B │        1313257 │         680752 │        +632505 │    772.94 │   68.5 │      1 │    BULL │    0.037 │   0.02 │   772.84 │  bullish │   772.84 │   772.79 │   772.82 │          │          │          │
│    14:10 │     │         409337 │          93381 │        +315956 │    773.02 │   72.6 │      1 │    BULL │    0.041 │   0.02 │   772.89 │  bullish │   772.88 │   772.81 │   772.83 │          │          │          │
│    14:11 │     │         180319 │         310138 │        -129819 │    772.97 │   64.4 │      2 │    BULL │    0.039 │   0.02 │   772.93 │  bullish │   772.90 │   772.82 │   772.84 │          │          │          │
│    14:12 │   B │         929184 │         829330 │         +99854 │    772.84 │   51.6 │      2 │    BULL │    0.027 │   0.02 │   772.94 │  neutral │   772.89 │   772.82 │   772.84 │          │          │          │
│    14:13 │     │          89233 │         213228 │        -123995 │    772.76 │   51.1 │      1 │    BULL │    0.013 │   0.02 │   772.91 │  bearish │   772.86 │   772.82 │   772.83 │          │          │          │
│    14:14 │     │         112720 │         208652 │         -95932 │    772.68 │   41.8 │     -2 │    BEAR │   -0.002 │   0.02 │   772.86 │  bearish │   772.82 │   772.81 │   772.83 │          │          │          │
│    14:15 │   B │        1007604 │        1395070 │        -387466 │    772.66 │   48.7 │     -7 │    BEAR │   -0.013 │   0.02 │   772.80 │  bearish │   772.78 │   772.79 │   772.82 │          │          │          │
│    14:16 │     │          34539 │         116874 │         -82335 │    772.72 │   50.0 │     -7 │    BEAR │   -0.015 │   0.02 │   772.74 │  bearish │   772.77 │   772.79 │   772.82 │          │          │          │
│    14:17 │     │          58942 │          43785 │         +15157 │    772.71 │   47.4 │     -5 │    BEAR │   -0.016 │   0.02 │   772.70 │  bearish │   772.76 │   772.78 │   772.81 │          │          │          │
│    14:18 │   B │         573662 │         690718 │        -117056 │    772.58 │   41.1 │     -4 │    BEAR │   -0.025 │   0.02 │   772.68 │  bearish │   772.72 │   772.76 │   772.80 │          │          │          │
│    14:19 │     │          62735 │         290271 │        -227536 │    772.56 │   37.5 │     -4 │    BEAR │   -0.030 │   0.02 │   772.65 │  bearish │   772.68 │   772.74 │   772.79 │          │          │          │
│    14:20 │     │          76843 │         143031 │         -66188 │    772.55 │   34.1 │     -3 │    BEAR │   -0.032 │   0.02 │   772.63 │  bearish │   772.65 │   772.73 │   772.78 │          │          │          │
│    14:21 │   B │         750751 │        1316457 │        -565706 │    772.64 │   40.4 │     -4 │    BEAR │   -0.026 │   0.02 │   772.61 │  bearish │   772.65 │   772.72 │   772.78 │          │          │          │
│    14:22 │     │          84500 │          88334 │          -3834 │    772.65 │   30.0 │     -3 │    BEAR │   -0.020 │   0.02 │   772.60 │  bearish │   772.65 │   772.71 │   772.77 │          │          │          │
│    14:23 │     │          56904 │          37254 │         +19650 │    772.62 │   30.0 │     -3 │    BEAR │   -0.017 │   0.02 │   772.60 │  bearish │   772.64 │   772.70 │   772.77 │          │          │          │
│    14:24 │   B │         502477 │         650447 │        -147970 │    772.55 │   20.3 │     -2 │    BEAR │   -0.018 │   0.02 │   772.60 │  bearish │   772.62 │   772.69 │   772.76 │          │          │          │
│    14:25 │     │          20468 │          38341 │         -17873 │    772.66 │   31.8 │     -3 │    BEAR │   -0.011 │   0.02 │   772.62 │  bearish │   772.63 │   772.69 │   772.75 │          │          │          │
│    14:26 │     │          60310 │          60217 │            +93 │    772.58 │   33.8 │     -5 │    BEAR │   -0.010 │   0.02 │   772.62 │  bearish │   772.62 │   772.68 │   772.75 │          │          │          │
│    14:27 │   B │         494801 │         541557 │         -46756 │    772.59 │   38.4 │     -6 │    BEAR │   -0.008 │   0.01 │   772.60 │  bearish │   772.61 │   772.67 │   772.74 │          │          │          │
│    14:28 │   B │              0 │              0 │             +0 │    772.60 │   43.9 │     -4 │    BEAR │   -0.006 │   0.01 │   772.59 │  bearish │   772.61 │   772.66 │   772.74 │          │          │          │
│    14:29 │     │          76949 │         107115 │         -30166 │    772.53 │   40.8 │     -6 │    BEAR │   -0.008 │   0.01 │   772.59 │  bearish │   772.59 │   772.65 │   772.73 │          │          │          │
│    14:30 │     │          95200 │         242388 │        -147188 │    772.45 │   31.5 │     -3 │    BEAR │   -0.013 │   0.01 │   772.55 │  bearish │   772.56 │   772.63 │   772.72 │          │          │          │
│    14:31 │   B │         585155 │         867797 │        -282642 │    772.58 │   42.4 │     -4 │    BEAR │   -0.007 │   0.02 │   772.54 │  bearish │   772.56 │   772.63 │   772.71 │          │          │          │
│    14:32 │     │         134839 │         100509 │         +34330 │    772.63 │   53.2 │     -1 │    BEAR │    0.000 │   0.02 │   772.55 │  bearish │   772.58 │   772.63 │   772.71 │          │          │          │
│    14:33 │     │         101728 │          82615 │         +19113 │    772.59 │   51.9 │     -1 │    BEAR │    0.003 │   0.02 │   772.55 │  bearish │   772.58 │   772.62 │   772.70 │          │          │          │
│    14:34 │   B │         470383 │         693764 │        -223381 │    772.55 │   50.0 │     -1 │    BEAR │    0.003 │   0.02 │   772.55 │  bearish │   772.57 │   772.62 │   772.70 │          │          │          │
│    14:35 │     │         129115 │         148684 │         -19569 │    772.61 │   48.1 │     -1 │    BEAR │    0.006 │   0.02 │   772.58 │  bearish │   772.58 │   772.62 │   772.69 │          │          │          │
│    14:36 │     │          75494 │          85904 │         -10410 │    772.49 │   41.1 │      0 │ NEUTRAL │    0.001 │   0.02 │   772.58 │  bearish │   772.56 │   772.61 │   772.69 │          │          │          │
│    14:37 │   B │         713295 │         935793 │        -222498 │    772.36 │   37.0 │     -4 │    BEAR │   -0.010 │   0.02 │   772.54 │  bearish │   772.52 │   772.58 │   772.67 │          │          │          │
