PREMIUM POR MINUTO vs PRECIO DEL SPY  —  2026-08-10  —  expiry 0DTE 20260810
Rejilla completa 09:30 -> 16:12 = 403 minutos | con dato 350 | sin dato 53
B = ese minuto incluye la banda (3 min de golpe).  Vacio = sin lectura ese minuto.
Importes en DOLARES, premium BRUTO (no distingue comprador de vendedor).

┌──────────┬─────┬────────────────┬────────────────┬────────────────┬───────────┬────────┬────────┬─────────┬──────────┬────────┬──────────┬──────────┬──────────┬──────────┬──────────┬──────────┬──────────┬──────────┐
│   MINUTO │   B │           CALL │            PUT │          C - P │       SPY │    RSI │  SCORE │     DIR │    MACDh │   ATR% │     VWAP │      OBV │     EMA8 │    EMA21 │    EMA50 │    SMA20 │    SMA50 │   SMA200 │
│    10:31 │     │         323781 │         260544 │         +63237 │    774.61 │   67.6 │      1 │    BULL │    0.009 │   0.03 │   774.35 │  bullish │   774.35 │   774.17 │   773.86 │          │          │          │
│    10:32 │     │         109454 │         121522 │         -12068 │    774.62 │   69.9 │      1 │    BULL │    0.018 │   0.03 │   774.43 │  bullish │   774.41 │   774.21 │   773.89 │          │          │          │
│    10:33 │   B │        4881794 │        1817549 │       +3064245 │    774.48 │   57.4 │      0 │ NEUTRAL │    0.011 │   0.03 │   774.49 │  bullish │   774.42 │   774.24 │   773.91 │          │          │          │
│    10:34 │   B │              0 │              0 │             +0 │    774.36 │   51.8 │     -1 │    BEAR │   -0.002 │   0.03 │   774.50 │  bullish │   774.41 │   774.25 │   773.93 │          │          │          │
│    10:35 │     │         398424 │         139829 │        +258595 │    774.50 │   56.2 │     -2 │    BEAR │   -0.004 │   0.03 │   774.51 │  bullish │   774.43 │   774.27 │   773.95 │          │          │          │
│    10:36 │     │         189808 │          65589 │        +124219 │    774.45 │   61.9 │     -2 │    BEAR │   -0.009 │   0.03 │   774.49 │  bullish │   774.43 │   774.29 │   773.97 │          │          │          │
│    10:37 │   B │        2848068 │         882877 │       +1965191 │    774.61 │   69.9 │     -3 │    BEAR │   -0.003 │   0.03 │   774.48 │  bullish │   774.47 │   774.32 │   774.00 │          │          │          │
│    10:38 │     │         281066 │         236942 │         +44124 │    774.35 │   61.4 │     -2 │    BEAR │   -0.018 │   0.03 │   774.46 │  bullish │   774.45 │   774.32 │   774.01 │          │          │          │
│    10:39 │     │         323638 │         143822 │        +179816 │    774.34 │   54.2 │     -1 │    BEAR │   -0.028 │   0.03 │   774.45 │  bullish │   774.42 │   774.32 │   774.02 │          │          │          │
│    10:40 │   B │        3245594 │        1501967 │       +1743627 │    774.45 │   60.3 │      0 │ NEUTRAL │   -0.028 │   0.03 │   774.44 │  bullish │   774.43 │   774.33 │   774.04 │          │          │          │
│    10:41 │     │         112310 │          92525 │         +19785 │    774.43 │   58.3 │     -2 │    BEAR │   -0.029 │   0.03 │   774.43 │  bullish │   774.43 │   774.34 │   774.06 │          │          │          │
│    10:42 │     │         205513 │         280283 │         -74770 │    774.61 │   61.0 │     -2 │    BEAR │   -0.018 │   0.03 │   774.43 │  bullish │   774.47 │   774.37 │   774.08 │          │          │          │
│    10:43 │   B │        1809808 │        1247996 │        +561812 │    774.60 │   58.2 │      0 │ NEUTRAL │   -0.012 │   0.03 │   774.45 │  bullish │   774.50 │   774.39 │   774.10 │          │          │          │
│    10:44 │     │         157954 │         205372 │         -47418 │    774.60 │   54.8 │      1 │    BULL │   -0.009 │   0.03 │   774.51 │  bullish │   774.52 │   774.41 │   774.12 │          │          │          │
│    10:45 │     │         542300 │         243046 │        +299254 │    774.94 │   60.6 │      2 │    BULL │    0.014 │   0.03 │   774.58 │  bullish │   774.61 │   774.45 │   774.15 │          │          │          │
│    10:46 │   B │        4158784 │        1698417 │       +2460367 │    774.88 │   58.1 │      2 │    BULL │    0.022 │   0.03 │   774.67 │  bullish │   774.67 │   774.49 │   774.18 │          │          │          │
│    10:47 │     │         367074 │         200338 │        +166736 │    774.97 │   65.8 │      1 │    BULL │    0.031 │   0.03 │   774.75 │  bullish │   774.74 │   774.54 │   774.21 │          │          │          │
│    10:48 │     │         434829 │         277397 │        +157432 │    774.93 │   69.4 │      1 │    BULL │    0.030 │   0.03 │   774.83 │  bullish │   774.78 │   774.57 │   774.24 │          │          │          │
│    10:49 │   B │        4155759 │        1356064 │       +2799695 │    775.01 │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    10:50 │   B │              0 │              0 │             +0 │    774.83 │   63.8 │      0 │ NEUTRAL │    0.015 │   0.03 │   774.92 │  bearish │   774.82 │   774.62 │   774.29 │          │          │          │
│    10:51 │     │         442274 │         465053 │         -22779 │    774.60 │   49.7 │     -3 │    BEAR │   -0.009 │   0.03 │   774.88 │  bearish │   774.77 │   774.62 │   774.30 │          │          │          │
│    10:52 │     │         477192 │         402477 │         +74715 │    774.32 │   49.0 │     -1 │    BEAR │   -0.043 │   0.03 │   774.77 │  bearish │   774.67 │   774.59 │   774.30 │          │          │          │
│    10:53 │   B │        2867095 │        3614446 │        -747351 │    774.26 │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    10:54 │   B │              0 │              0 │             +0 │    773.88 │   34.1 │     -3 │    BEAR │   -0.117 │   0.03 │   774.38 │  bearish │   774.36 │   774.47 │   774.27 │          │          │          │
│    10:55 │     │         128012 │         443786 │        -315774 │    773.88 │   34.5 │     -3 │    BEAR │   -0.130 │   0.03 │   774.18 │  bearish │   774.26 │   774.42 │   774.25 │          │          │          │
│    10:56 │     │         180770 │         255228 │         -74458 │    773.98 │   31.4 │     -3 │    BEAR │   -0.125 │   0.03 │   774.04 │  bearish │   774.19 │   774.38 │   774.24 │          │          │          │
│    10:57 │   B │        4278579 │        3927042 │        +351537 │    773.89 │   29.9 │     -3 │    BEAR │   -0.122 │   0.03 │   773.94 │  bearish │   774.13 │   774.34 │   774.23 │          │          │          │
│    10:58 │     │         168288 │         193112 │         -24824 │    773.83 │   29.0 │     -3 │    BEAR │   -0.117 │   0.03 │   773.90 │  bearish │   774.06 │   774.29 │   774.21 │          │          │          │
│    10:59 │     │         293591 │         514199 │        -220608 │    773.51 │   10.5 │     -2 │    BEAR │   -0.129 │   0.03 │   773.84 │  bearish │   773.94 │   774.22 │   774.19 │          │          │          │
│    11:00 │   B │        2872622 │        4487027 │       -1614405 │    773.33 │    9.8 │     -2 │    BEAR │   -0.140 │   0.03 │   773.75 │  bearish │   773.80 │   774.14 │   774.15 │          │          │          │
│    11:01 │     │         279666 │         404733 │        -125067 │    773.72 │   22.0 │     -2 │    BEAR │   -0.114 │   0.03 │   773.67 │  bearish │   773.78 │   774.10 │   774.14 │          │          │          │
│    11:02 │     │         197370 │         204576 │          -7206 │    773.68 │   22.0 │     -2 │    BEAR │   -0.094 │   0.03 │   773.63 │  bearish │   773.76 │   774.06 │   774.12 │          │          │          │
│    11:03 │   B │              0 │              0 │             +0 │    773.83 │   27.0 │     -3 │    BEAR │   -0.065 │   0.04 │   773.63 │  bearish │   773.78 │   774.04 │   774.11 │          │          │          │
│    11:04 │     │         299255 │         158612 │        +140643 │    773.71 │   26.7 │     -3 │    BEAR │   -0.050 │   0.04 │   773.66 │  bearish │   773.76 │   774.01 │   774.09 │          │          │          │
│    11:05 │     │         208553 │         151833 │         +56720 │    773.92 │   35.7 │     -4 │    BEAR │   -0.023 │   0.04 │   773.75 │  bearish │   773.80 │   774.00 │   774.08 │          │          │          │
│    11:06 │   B │        3655405 │        1963159 │       +1692246 │    773.88 │   39.7 │     -4 │    BEAR │   -0.006 │   0.04 │   773.80 │  bearish │   773.82 │   773.99 │   774.08 │          │          │          │
│    11:07 │     │         410403 │         108933 │        +301470 │    773.94 │   50.6 │     -1 │    BEAR │    0.010 │   0.03 │   773.86 │  bearish │   773.84 │   773.99 │   774.07 │          │          │          │
│    11:08 │     │         146890 │         149523 │          -2633 │    773.75 │   46.7 │     -3 │    BEAR │    0.009 │   0.03 │   773.86 │  bearish │   773.82 │   773.97 │   774.06 │          │          │          │
│    11:09 │   B │        2115215 │        1666342 │        +448873 │    773.58 │   42.9 │     -6 │    BEAR │   -0.001 │   0.03 │   773.83 │  bearish │   773.77 │   773.93 │   774.04 │          │          │          │
│    11:10 │     │         107977 │         277482 │        -169505 │    773.63 │   41.5 │     -6 │    BEAR │   -0.003 │   0.03 │   773.78 │  bearish │   773.74 │   773.90 │   774.02 │          │          │          │
│    11:11 │     │         142930 │         124847 │         +18083 │    773.67 │   44.6 │     -2 │    BEAR │    0.000 │   0.03 │   773.75 │  bearish │   773.72 │   773.88 │   774.01 │          │          │          │
│    11:12 │   B │        1924657 │        2406631 │        -481974 │    773.53 │   42.9 │     -4 │    BEAR │   -0.005 │   0.04 │   773.68 │  bearish │   773.68 │   773.85 │   773.99 │          │          │          │
│    11:13 │     │         163252 │         139342 │         +23910 │    773.78 │   56.7 │     -2 │    BEAR │    0.009 │   0.03 │   773.65 │  bearish │   773.70 │   773.84 │   773.98 │          │          │          │
│    11:14 │     │          79212 │          75712 │          +3500 │    773.82 │   63.0 │      0 │ NEUTRAL │    0.021 │   0.03 │   773.68 │  bullish │   773.73 │   773.84 │   773.98 │          │          │          │
│    11:15 │   B │        3827809 │        1768727 │       +2059082 │    774.13 │   61.3 │     -2 │    BEAR │    0.049 │   0.03 │   773.76 │  bullish │   773.82 │   773.87 │   773.98 │          │          │          │
│    11:16 │     │         856471 │         301205 │        +555266 │    773.95 │   56.9 │      0 │ NEUTRAL │    0.054 │   0.03 │   773.82 │  bullish │   773.85 │   773.87 │   773.98 │          │          │          │
│    11:17 │     │          83908 │         179719 │         -95811 │    773.91 │   52.2 │      0 │ NEUTRAL │    0.053 │   0.03 │   773.88 │  neutral │   773.86 │   773.88 │   773.98 │          │          │          │
│    11:18 │   B │        3684012 │        1791997 │       +1892015 │    773.86 │   54.2 │     -3 │    BEAR │    0.047 │   0.03 │   773.92 │  bearish │   773.86 │   773.88 │   773.97 │          │          │          │
│    11:19 │     │          71488 │          78815 │          -7327 │    773.92 │   50.0 │     -1 │    BEAR │    0.046 │   0.03 │   773.95 │  bullish │   773.87 │   773.88 │   773.97 │          │          │          │
│    11:20 │     │        1316335 │         128180 │       +1188155 │    774.01 │   53.9 │      3 │    BULL │    0.049 │   0.03 │   773.95 │  bullish │   773.90 │   773.89 │   773.97 │          │          │          │
│    11:21 │   B │        1813650 │         884910 │        +928740 │    773.98 │   51.2 │      5 │    BULL │    0.048 │   0.03 │   773.94 │  bullish │   773.92 │   773.90 │   773.97 │          │          │          │
│    11:22 │     │          61784 │         129988 │         -68204 │    773.90 │   54.9 │      2 │    BULL │    0.040 │   0.03 │   773.94 │  neutral │   773.92 │   773.90 │   773.97 │          │          │          │
│    11:23 │     │         358188 │         541453 │        -183265 │    773.99 │   64.1 │      4 │    BULL │    0.039 │   0.03 │   773.95 │  bullish │   773.93 │   773.91 │   773.97 │          │          │          │
│    11:24 │   B │        1006315 │        1319620 │        -313305 │    773.92 │   59.9 │      1 │    BULL │    0.033 │   0.03 │   773.95 │  neutral │   773.93 │   773.91 │   773.97 │          │          │          │
│    11:25 │     │         130827 │         272213 │        -141386 │    773.55 │   46.7 │     -1 │    BEAR │    0.003 │   0.03 │   773.88 │  bearish │   773.85 │   773.88 │   773.95 │          │          │          │
│    11:26 │     │         154143 │         376846 │        -222703 │    773.54 │   50.3 │     -5 │    BEAR │   -0.015 │   0.03 │   773.80 │  bearish │   773.78 │   773.85 │   773.94 │          │          │          │
│    11:27 │   B │        2146070 │        2341432 │        -195362 │    773.72 │   48.1 │     -7 │    BEAR │   -0.014 │   0.03 │   773.74 │  bearish │   773.76 │   773.83 │   773.93 │          │          │          │
│    11:28 │     │         138452 │          97928 │         +40524 │    773.72 │   46.8 │     -5 │    BEAR │   -0.012 │   0.03 │   773.70 │  bearish │   773.75 │   773.82 │   773.92 │          │          │          │
│    11:29 │     │         147462 │          93951 │         +53511 │    773.74 │   34.6 │     -3 │    BEAR │   -0.009 │   0.03 │   773.67 │  bearish │   773.75 │   773.82 │   773.91 │          │          │          │
│    11:30 │   B │        1559670 │        1238362 │        +321308 │    773.77 │   42.0 │     -4 │    BEAR │   -0.004 │   0.03 │   773.69 │  bearish │   773.76 │   773.81 │   773.91 │          │          │          │
│    11:31 │     │          91560 │         200935 │        -109375 │    773.62 │   38.2 │     -6 │    BEAR │   -0.009 │   0.03 │   773.71 │  bearish │   773.73 │   773.79 │   773.90 │          │          │          │
│    11:32 │     │         187061 │         145980 │         +41081 │    773.59 │   38.8 │     -4 │    BEAR │   -0.014 │   0.03 │   773.69 │  bearish │   773.70 │   773.78 │   773.88 │          │          │          │
│    11:33 │   B │        1401802 │        1765880 │        -364078 │    773.54 │   34.2 │     -3 │    BEAR │   -0.019 │   0.03 │   773.65 │  bearish │   773.66 │   773.75 │   773.87 │          │          │          │
│    11:34 │     │          54607 │         231709 │        -177102 │    773.39 │   25.4 │     -3 │    BEAR │   -0.029 │   0.03 │   773.59 │  bearish │   773.60 │   773.72 │   773.85 │          │          │          │
│    11:35 │     │         198074 │         254768 │         -56694 │    773.47 │   30.5 │     -3 │    BEAR │   -0.029 │   0.03 │   773.52 │  bearish │   773.57 │   773.70 │   773.84 │          │          │          │
│    11:36 │   B │        1447354 │        2579291 │       -1131937 │    773.27 │   28.0 │     -3 │    BEAR │   -0.039 │   0.03 │   773.47 │  bearish │   773.50 │   773.66 │   773.81 │          │          │          │
│    11:37 │     │         149675 │         283136 │        -133461 │    773.34 │   27.0 │     -3 │    BEAR │   -0.038 │   0.03 │   773.42 │  bearish │   773.47 │   773.63 │   773.80 │          │          │          │
│    11:38 │     │          75003 │         114234 │         -39231 │    773.35 │   28.9 │     -2 │    BEAR │   -0.034 │   0.03 │   773.37 │  neutral │   773.44 │   773.61 │   773.78 │          │          │          │
│    11:39 │   B │        1022805 │        2048010 │       -1025205 │    773.28 │   37.1 │     -4 │    BEAR │   -0.033 │   0.03 │   773.35 │  bearish │   773.41 │   773.58 │   773.76 │          │          │          │
│    11:40 │     │         183264 │         315035 │        -131771 │    773.50 │   48.4 │     -3 │    BEAR │   -0.016 │   0.03 │   773.34 │  bullish │   773.43 │   773.57 │   773.75 │          │          │          │
│    11:41 │     │         167783 │         229604 │         -61821 │    773.57 │   43.5 │      2 │    BULL │    0.001 │   0.03 │   773.37 │  bullish │   773.46 │   773.57 │   773.74 │          │          │          │
│    11:42 │   B │        1719298 │        2319926 │        -600628 │    773.44 │   39.1 │      2 │    BULL │    0.005 │   0.03 │   773.41 │  bullish │   773.45 │   773.56 │   773.73 │          │          │          │
│    11:43 │     │         125593 │          90518 │         +35075 │    773.63 │   46.2 │      1 │    BULL │    0.020 │   0.03 │   773.46 │  bullish │   773.49 │   773.56 │   773.73 │          │          │          │
│    11:44 │     │         279312 │         197277 │         +82035 │    773.79 │   50.6 │     -1 │    BEAR │    0.040 │   0.03 │   773.54 │  bullish │   773.56 │   773.58 │   773.73 │          │          │          │
│    11:45 │   B │        2251657 │        1567709 │        +683948 │    773.78 │   55.6 │      2 │    BULL │    0.050 │   0.03 │   773.62 │  bullish │   773.61 │   773.60 │   773.73 │          │          │          │
│    11:46 │     │          72453 │         100867 │         -28414 │    773.63 │   51.3 │      3 │    BULL │    0.046 │   0.03 │   773.65 │  bullish │   773.61 │   773.60 │   773.73 │          │          │          │
│    11:47 │     │         125645 │          91829 │         +33816 │    773.59 │   51.6 │      3 │    BULL │    0.039 │   0.03 │   773.68 │  bullish │   773.61 │   773.60 │   773.72 │          │          │          │
│    11:48 │   B │        1724695 │        1604894 │        +119801 │    773.57 │   56.3 │     -4 │    BEAR │    0.031 │   0.03 │   773.69 │  bearish │   773.60 │   773.60 │   773.72 │          │          │          │
│    11:49 │     │          72184 │         177405 │        -105221 │    773.55 │   52.9 │     -3 │    BEAR │    0.024 │   0.03 │   773.66 │  bearish │   773.59 │   773.60 │   773.71 │          │          │          │
│    11:50 │   B │              0 │              0 │             +0 │    773.72 │   66.9 │      1 │    BULL │    0.030 │   0.03 │   773.63 │  bullish │   773.62 │   773.61 │   773.71 │          │          │          │
│    11:51 │     │         245484 │         322804 │         -77320 │    774.00 │   71.4 │      1 │    BULL │    0.051 │   0.03 │   773.68 │  bullish │   773.70 │   773.64 │   773.72 │          │          │          │
│    11:52 │     │         458212 │          92105 │        +366107 │    774.12 │   73.3 │      1 │    BULL │    0.069 │   0.03 │   773.77 │  bullish │   773.80 │   773.69 │   773.74 │          │          │          │
│    11:53 │   B │        3329868 │        1633932 │       +1695936 │    774.17 │   77.3 │      0 │ NEUTRAL │    0.080 │   0.03 │   773.88 │  bullish │   773.88 │   773.73 │   773.75 │          │          │          │
│    11:54 │     │         448139 │          79663 │        +368476 │    774.21 │   74.5 │      1 │    BULL │    0.085 │   0.03 │   774.00 │  bullish │   773.95 │   773.77 │   773.77 │          │          │          │
│    11:55 │     │         270597 │         145234 │        +125363 │    774.13 │   69.2 │      1 │    BULL │    0.079 │   0.02 │   774.10 │  bullish │   773.99 │   773.81 │   773.79 │          │          │          │
│    11:56 │   B │        2429151 │        1357298 │       +1071853 │    774.16 │   76.5 │      0 │ NEUTRAL │    0.072 │   0.02 │   774.14 │  bullish │   774.03 │   773.84 │   773.80 │          │          │          │
│    11:57 │     │         328778 │          58971 │        +269807 │    774.28 │   75.2 │      0 │ NEUTRAL │    0.071 │   0.02 │   774.18 │  bullish │   774.08 │   773.88 │   773.82 │          │          │          │
│    11:58 │   B │              0 │              0 │             +0 │    774.33 │   72.9 │      1 │    BULL │    0.069 │   0.02 │   774.21 │  bullish │   774.14 │   773.92 │   773.84 │          │          │          │
│    11:59 │     │         240608 │          49308 │        +191300 │    774.31 │   72.3 │      1 │    BULL │    0.063 │   0.02 │   774.23 │  bullish │   774.18 │   773.96 │   773.86 │          │          │          │
